Code,Name,Alternative code,Formulation,Alternative name,Alternative formulation,Really equivalent?
0403010V0AAAWAW,Nortriptyline 10mg capsules,0403010V0AAADAD,Oral capsule,Nortriptyline 10mg tablets,Oral tablet,Y
0403010V0AAAXAX,Nortriptyline 25mg capsules,0403010V0AAAEAE,Oral capsule,Nortriptyline 25mg tablets,Oral tablet,Y
0403010X0AAAAAA,Trazodone 50mg capsules,0403010X0AAAPAP,Oral capsule,Trazodone 50mg tablets,Oral tablet,Y
0403010X0AAABAB,Trazodone 100mg capsules,0403010X0AAAQAQ,Oral capsule,Trazodone 100mg tablets,Oral tablet,Y
0403010X0AAAFAF,Trazodone 50mg/5ml oral solution sugar free,0403010X0AAAGAG,Oral solution,Trazodone 50mg/5ml oral suspension,Oral suspension,Y
0403010X0AAAFAF,Trazodone 50mg/5ml oral solution sugar free,0403010X0AAAGAG,Oral solution,Trazodone 50mg/5ml oral solution,Oral solution,Y
0403010X0AAAGAG,Trazodone 50mg/5ml oral suspension,0403010X0AAAFAF,Oral suspension,Trazodone 50mg/5ml oral solution sugar free,Oral solution,Y
0403010X0AAAGAG,Trazodone 50mg/5ml oral solution,0403010X0AAAFAF,Oral solution,Trazodone 50mg/5ml oral solution sugar free,Oral solution,Y
0403010X0AAAIAI,Trazodone 100mg/5ml oral suspension,0403010X0AAANAN,Oral suspension,Trazodone 100mg/5ml oral solution sugar free,Oral solution,Y
0403010X0AAAIAI,Trazodone 100mg/5ml oral solution,0403010X0AAANAN,Oral solution,Trazodone 100mg/5ml oral solution sugar free,Oral solution,Y
0403010X0AAANAN,Trazodone 100mg/5ml oral solution sugar free,0403010X0AAAIAI,Oral solution,Trazodone 100mg/5ml oral suspension,Oral suspension,Y
0403010X0AAANAN,Trazodone 100mg/5ml oral solution sugar free,0403010X0AAAIAI,Oral solution,Trazodone 100mg/5ml oral solution,Oral solution,Y
0403010X0AAAPAP,Trazodone 50mg tablets,0403010X0AAAAAA,Oral tablet,Trazodone 50mg capsules,Oral capsule,Y
0403010X0AAAQAQ,Trazodone 100mg tablets,0403010X0AAABAB,Oral tablet,Trazodone 100mg capsules,Oral capsule,Y
0403020M0AAAAAA,Phenelzine 15mg tablets,0403020M0AAABAB,Oral tablet,Phenelzine 15mg capsules,Oral capsule,Y
0403020M0AAABAB,Phenelzine 15mg capsules,0403020M0AAAAAA,Oral capsule,Phenelzine 15mg tablets,Oral tablet,Y
0403030E0AAAAAA,Fluoxetine 20mg capsules,0403030E0AAAKAK,Oral capsule,Fluoxetine 20mg dispersible tablets sugar free,Dispersible tablet,Y
0403030E0AAACAC,Fluoxetine 20mg/5ml oral solution,0403030E0AAAHAH,Oral solution,Fluoxetine 20mg/5ml oral solution sugar free,Oral solution,Y
0403030E0AAAHAH,Fluoxetine 20mg/5ml oral solution sugar free,0403030E0AAACAC,Oral solution,Fluoxetine 20mg/5ml oral solution,Oral solution,Y
0403030E0AAAKAK,Fluoxetine 20mg dispersible tablets sugar free,0403030E0AAAAAA,Dispersible tablet,Fluoxetine 20mg capsules,Oral capsule,Y
0403030E0AAALAL,Fluoxetine 10mg capsules,0403030E0AAAPAP,Oral capsule,Fluoxetine 10mg tablets,Oral tablet,Y
0403030E0AAAPAP,Fluoxetine 10mg tablets,0403030E0AAALAL,Oral tablet,Fluoxetine 10mg capsules,Oral capsule,Y
0403030P0AAAFAF,Paroxetine 10mg/5ml oral suspension,0403030P0AAAGAG,Oral suspension,Paroxetine 10mg/5ml oral suspension sugar free,Oral suspension,Y
0403030P0AAAFAF,Paroxetine 10mg/5ml oral solution,0403030P0AAAGAG,Oral solution,Paroxetine 10mg/5ml oral suspension sugar free,Oral suspension,Y
0403030P0AAAGAG,Paroxetine 10mg/5ml oral suspension sugar free,0403030P0AAAFAF,Oral suspension,Paroxetine 10mg/5ml oral suspension,Oral suspension,Y
0403030P0AAAGAG,Paroxetine 10mg/5ml oral suspension sugar free,0403030P0AAAFAF,Oral suspension,Paroxetine 10mg/5ml oral solution,Oral solution,Y
0403030Q0AAAQAQ,Sertraline 50mg/5ml oral suspension,0403030Q0AAAVAV,Oral suspension,Sertraline 50mg/5ml oral solution,Oral solution,Y
0403030Q0AAAQAQ,Sertraline 50mg/5ml oral suspension,0403030Q0AABDBD,Oral suspension,Sertraline 50mg/5ml oral suspension sugar free,Oral suspension,Y
0403030Q0AAARAR,Sertraline 100mg/5ml oral suspension,0403030Q0AABCBC,Oral suspension,Sertraline 100mg/5ml concentrate for oral solution sugar free,Concentrate for oral solution,Y
0403030Q0AAAVAV,Sertraline 50mg/5ml oral solution,0403030Q0AAAQAQ,Oral solution,Sertraline 50mg/5ml oral suspension,Oral suspension,Y
0403030Q0AAAVAV,Sertraline 50mg/5ml oral solution,0403030Q0AABDBD,Oral solution,Sertraline 50mg/5ml oral suspension sugar free,Oral suspension,Y
0403030Q0AAAWAW,Sertraline 25mg/5ml oral solution,0403030Q0AAAXAX,Oral solution,Sertraline 25mg/5ml oral suspension,Oral suspension,Y
0403030Q0AAAXAX,Sertraline 25mg/5ml oral suspension,0403030Q0AAAWAW,Oral suspension,Sertraline 25mg/5ml oral solution,Oral solution,Y
0403030Q0AABCBC,Sertraline 100mg/5ml concentrate for oral solution sugar free,0403030Q0AAARAR,Concentrate for oral solution,Sertraline 100mg/5ml oral suspension,Oral suspension,Y
0403030Q0AABDBD,Sertraline 50mg/5ml oral suspension sugar free,0403030Q0AAAQAQ,Oral suspension,Sertraline 50mg/5ml oral suspension,Oral suspension,Y
0403030Q0AABDBD,Sertraline 50mg/5ml oral suspension sugar free,0403030Q0AAAVAV,Oral suspension,Sertraline 50mg/5ml oral solution,Oral solution,Y
0403040W0AAADAD,Venlafaxine 75mg modified-release capsules,0403040W0AAAJAJ,Modified-release capsule,Venlafaxine 75mg modified-release tablets,Modified-release tablet,Y
0403040W0AAAEAE,Venlafaxine 150mg modified-release capsules,0403040W0AAAKAK,Modified-release capsule,Venlafaxine 150mg modified-release tablets,Modified-release tablet,Y
0403040W0AAAJAJ,Venlafaxine 75mg modified-release tablets,0403040W0AAADAD,Modified-release tablet,Venlafaxine 75mg modified-release capsules,Modified-release capsule,Y
0403040W0AAAKAK,Venlafaxine 150mg modified-release tablets,0403040W0AAAEAE,Modified-release tablet,Venlafaxine 150mg modified-release capsules,Modified-release capsule,Y
0403040W0AAALAL,Venlafaxine 225mg modified-release tablets,0403040W0AAATAT,Modified-release tablet,Venlafaxine 225mg modified-release capsules,Modified-release capsule,Y
0403040W0AAAMAM,Venlafaxine 37.5mg modified-release tablets,0403040W0AAASAS,Modified-release tablet,Venlafaxine 37.5mg modified-release capsules,Modified-release capsule,Y
0403040W0AAANAN,Venlafaxine 37.5mg/5ml oral solution,0403040W0AAAPAP,Oral solution,Venlafaxine 37.5mg/5ml oral suspension,Oral suspension,Y
0403040W0AAANAN,Venlafaxine 37.5mg/5ml oral solution,0403040W0AAAWAW,Oral solution,Venlafaxine 37.5mg/5ml oral solution sugar free,Oral solution,Y
0403040W0AAAPAP,Venlafaxine 37.5mg/5ml oral suspension,0403040W0AAANAN,Oral suspension,Venlafaxine 37.5mg/5ml oral solution,Oral solution,Y
0403040W0AAAPAP,Venlafaxine 37.5mg/5ml oral suspension,0403040W0AAAWAW,Oral suspension,Venlafaxine 37.5mg/5ml oral solution sugar free,Oral solution,Y
0403040W0AAAQAQ,Venlafaxine 75mg/5ml oral solution,0403040W0AAARAR,Oral solution,Venlafaxine 75mg/5ml oral suspension,Oral suspension,Y
0403040W0AAAQAQ,Venlafaxine 75mg/5ml oral solution,0403040W0AAAXAX,Oral solution,Venlafaxine 75mg/5ml oral solution sugar free,Oral solution,Y
0403040W0AAARAR,Venlafaxine 75mg/5ml oral suspension,0403040W0AAAQAQ,Oral suspension,Venlafaxine 75mg/5ml oral solution,Oral solution,Y
0403040W0AAARAR,Venlafaxine 75mg/5ml oral suspension,0403040W0AAAXAX,Oral suspension,Venlafaxine 75mg/5ml oral solution sugar free,Oral solution,Y
0403040W0AAASAS,Venlafaxine 37.5mg modified-release capsules,0403040W0AAAMAM,Modified-release capsule,Venlafaxine 37.5mg modified-release tablets,Modified-release tablet,Y
0403040W0AAATAT,Venlafaxine 225mg modified-release capsules,0403040W0AAALAL,Modified-release capsule,Venlafaxine 225mg modified-release tablets,Modified-release tablet,Y
0403040W0AAAWAW,Venlafaxine 37.5mg/5ml oral solution sugar free,0403040W0AAAPAP,Oral solution,Venlafaxine 37.5mg/5ml oral suspension,Oral suspension,Y
0403040W0AAAWAW,Venlafaxine 37.5mg/5ml oral solution sugar free,0403040W0AAANAN,Oral solution,Venlafaxine 37.5mg/5ml oral solution,Oral solution,Y
0403040W0AAAXAX,Venlafaxine 75mg/5ml oral solution sugar free,0403040W0AAAQAQ,Oral solution,Venlafaxine 75mg/5ml oral solution,Oral solution,Y
0403040W0AAAXAX,Venlafaxine 75mg/5ml oral solution sugar free,0403040W0AAARAR,Oral solution,Venlafaxine 75mg/5ml oral suspension,Oral suspension,Y
0403040X0AAAAAA,Mirtazapine 30mg tablets,0403040X0AAAJAJ,Oral tablet,Mirtazapine 30mg orodispersible tablets,Orodispersible tablet,Y
0403040X0AAAFAF,Mirtazapine 75mg/5ml oral suspension,0403040X0AAAGAG,Oral suspension,Mirtazapine 15mg/ml oral solution sugar free,Oral solution,Y
0403040X0AAAGAG,Mirtazapine 15mg/ml oral solution sugar free,0403040X0AAAFAF,Oral solution,Mirtazapine 75mg/5ml oral suspension,Oral suspension,Y
0403040X0AAAJAJ,Mirtazapine 30mg orodispersible tablets,0403040X0AAAAAA,Orodispersible tablet,Mirtazapine 30mg tablets,Oral tablet,Y
0403040X0AAALAL,Mirtazapine 15mg orodispersible tablets,0403040X0AAANAN,Orodispersible tablet,Mirtazapine 15mg tablets,Oral tablet,Y
0403040X0AAAMAM,Mirtazapine 45mg orodispersible tablets,0403040X0AAAPAP,Orodispersible tablet,Mirtazapine 45mg tablets,Oral tablet,Y
0403040X0AAANAN,Mirtazapine 15mg tablets,0403040X0AAALAL,Oral tablet,Mirtazapine 15mg orodispersible tablets,Orodispersible tablet,Y
0403040X0AAAPAP,Mirtazapine 45mg tablets,0403040X0AAAMAM,Oral tablet,Mirtazapine 45mg orodispersible tablets,Orodispersible tablet,Y
0404000E0AAAJAJ,Caffeine citrate 100mg/5ml oral solution,0404000E0AAALAL,Oral solution,Caffeine citrate 20mg/1ml solution for infusion ampoules,Solution for infusion,Y
0404000E0AAAKAK,Caffeine citrate 50mg/5ml oral solution,0404000E0AAAXAX,Oral solution,Caffeine citrate 10mg/1ml solution for infusion ampoules,Solution for infusion,Y
0404000E0AAALAL,Caffeine citrate 20mg/1ml solution for infusion ampoules,0404000E0AAAJAJ,Solution for infusion,Caffeine citrate 100mg/5ml oral solution,Oral solution,Y
0404000E0AAAXAX,Caffeine citrate 10mg/1ml solution for infusion ampoules,0404000E0AAAKAK,Solution for infusion,Caffeine citrate 50mg/5ml oral solution,Oral solution,Y
0404000L0AAAMAM,Dexamfetamine 5mg/5ml oral solution,0404000L0AABMBM,Oral solution,Dexamfetamine 5mg/5ml oral solution sugar free,Oral solution,Y
0404000L0AAAMAM,Dexamfetamine 5mg/5ml oral suspension,0404000L0AABMBM,Oral suspension,Dexamfetamine 5mg/5ml oral solution sugar free,Oral solution,Y
0404000L0AABMBM,Dexamfetamine 5mg/5ml oral solution sugar free,0404000L0AAAMAM,Oral solution,Dexamfetamine 5mg/5ml oral solution,Oral solution,Y
0404000L0AABMBM,Dexamfetamine 5mg/5ml oral solution sugar free,0404000L0AAAMAM,Oral solution,Dexamfetamine 5mg/5ml oral suspension,Oral suspension,Y
0404000M0AAACAC,Methylphenidate 10mg/5ml oral solution,0404000M0AABCBC,Oral solution,Methylphenidate 2mg/ml oral solution sugar free,Oral solution,Y
0404000M0AAAFAF,Methylphenidate 5mg/5ml oral solution,0404000M0AABBBB,Oral solution,Methylphenidate 5mg/5ml oral suspension,Oral suspension,Y
0404000M0AABBBB,Methylphenidate 5mg/5ml oral suspension,0404000M0AAAFAF,Oral suspension,Methylphenidate 5mg/5ml oral solution,Oral solution,Y
0404000M0AABCBC,Methylphenidate 2mg/ml oral solution sugar free,0404000M0AAACAC,Oral solution,Methylphenidate 10mg/5ml oral solution,Oral solution,Y
0404000R0AAADAD,Modafinil 100mg/5ml oral solution,0404000R0AAAGAG,Oral solution,Modafinil 100mg/5ml oral suspension,Oral suspension,Y
0404000R0AAAGAG,Modafinil 100mg/5ml oral suspension,0404000R0AAADAD,Oral suspension,Modafinil 100mg/5ml oral solution,Oral solution,Y
0404000S0AAAGAG,Atomoxetine 5mg/5ml oral solution,0404000S0AAAMAM,Oral solution,Atomoxetine 5mg/5ml oral suspension,Oral suspension,Y
0404000S0AAAKAK,Atomoxetine 4mg/ml oral solution sugar free,0404000S0AAALAL,Oral solution,Atomoxetine 20mg/5ml oral suspension,Oral suspension,Y
0404000S0AAALAL,Atomoxetine 20mg/5ml oral suspension,0404000S0AAAKAK,Oral suspension,Atomoxetine 4mg/ml oral solution sugar free,Oral solution,Y
0404000S0AAAMAM,Atomoxetine 5mg/5ml oral suspension,0404000S0AAAGAG,Oral suspension,Atomoxetine 5mg/5ml oral solution,Oral solution,Y
0406000ADAAABAB,Aprepitant 125mg capsules,0406000ADAAAGAG,Oral capsule,Aprepitant 125mg oral powder sachets,Powder for oral suspension,Y
0406000ADAAAGAG,Aprepitant 125mg oral powder sachets,0406000ADAAABAB,Powder for oral suspension,Aprepitant 125mg capsules,Oral capsule,Y
0406000B0AAADAD,Betahistine 8mg/5ml oral solution,0406000B0AAAGAG,Oral solution,Betahistine 8mg/5ml oral suspension,Oral suspension,Y
0406000B0AAAGAG,Betahistine 8mg/5ml oral suspension,0406000B0AAADAD,Oral suspension,Betahistine 8mg/5ml oral solution,Oral solution,Y
0406000E0AAAAAA,Flunarizine 5mg capsules,0406000E0AAADAD,Oral capsule,Flunarizine 5mg tablets,Oral tablet,Y
0406000E0AAADAD,Flunarizine 5mg tablets,0406000E0AAAAAA,Oral tablet,Flunarizine 5mg capsules,Oral capsule,Y
0406000F0AAAQAQ,Cyclizine 50mg/5ml oral solution,0406000F0AABEBE,Oral solution,Cyclizine 50mg/5ml oral suspension,Oral suspension,Y
0406000F0AABEBE,Cyclizine 50mg/5ml oral suspension,0406000F0AAAQAQ,Oral suspension,Cyclizine 50mg/5ml oral solution,Oral solution,Y
0406000L0AABMBM,Hyoscine hydrobromide 300micrograms/5ml oral solution,0406000L0AABNBN,Oral solution,Hyoscine hydrobromide 300micrograms/5ml oral suspension,Oral suspension,Y
0406000L0AABNBN,Hyoscine hydrobromide 300micrograms/5ml oral suspension,0406000L0AABMBM,Oral suspension,Hyoscine hydrobromide 300micrograms/5ml oral solution,Oral solution,Y
0406000L0AABPBP,Hyoscine hydrobromide 500micrograms/5ml oral solution,0406000L0AABQBQ,Oral solution,Hyoscine hydrobromide 500micrograms/5ml oral suspension,Oral suspension,Y
0406000L0AABQBQ,Hyoscine hydrobromide 500micrograms/5ml oral suspension,0406000L0AABPBP,Oral suspension,Hyoscine hydrobromide 500micrograms/5ml oral solution,Oral solution,Y
0406000S0AAAAAA,Ondansetron 4mg/2ml solution for injection ampoules,0406000S0AAAQAQ,Solution for injection,Ondansetron 4mg/2ml solution for injection pre-filled syringes,Solution for injection,Y
0406000S0AAADAD,Ondansetron 8mg/4ml solution for injection ampoules,0406000S0AAARAR,Solution for injection,Ondansetron 8mg/4ml solution for injection pre-filled syringes,Solution for injection,Y
0406000S0AAAFAF,Ondansetron 4mg/5ml oral suspension,0406000S0AAAGAG,Oral suspension,Ondansetron 4mg/5ml oral solution sugar free,Oral solution,Y
0406000S0AAAFAF,Ondansetron 4mg/5ml oral solution,0406000S0AAAGAG,Oral solution,Ondansetron 4mg/5ml oral solution sugar free,Oral solution,Y
0406000S0AAAGAG,Ondansetron 4mg/5ml oral solution sugar free,0406000S0AAAFAF,Oral solution,Ondansetron 4mg/5ml oral suspension,Oral suspension,Y
0406000S0AAAGAG,Ondansetron 4mg/5ml oral solution sugar free,0406000S0AAAFAF,Oral solution,Ondansetron 4mg/5ml oral solution,Oral solution,Y
0406000S0AAAIAI,Ondansetron 4mg oral lyophilisates sugar free,0406000S0AAAKAK,Oral lyophilisate,Ondansetron 4mg orodispersible tablets,Orodispersible tablet,Y
0406000S0AAAIAI,Ondansetron 4mg oral lyophilisates sugar free,0406000S0AAAMAM,Oral lyophilisate,Ondansetron 4mg orodispersible films sugar free,Orodispersible film,Y
0406000S0AAAJAJ,Ondansetron 8mg oral lyophilisates sugar free,0406000S0AAALAL,Oral lyophilisate,Ondansetron 8mg orodispersible tablets,Orodispersible tablet,Y
0406000S0AAAJAJ,Ondansetron 8mg oral lyophilisates sugar free,0406000S0AAANAN,Oral lyophilisate,Ondansetron 8mg orodispersible films sugar free,Orodispersible film,Y
0406000S0AAAKAK,Ondansetron 4mg orodispersible tablets,0406000S0AAAIAI,Orodispersible tablet,Ondansetron 4mg oral lyophilisates sugar free,Oral lyophilisate,Y
0406000S0AAAKAK,Ondansetron 4mg orodispersible tablets,0406000S0AAAMAM,Orodispersible tablet,Ondansetron 4mg orodispersible films sugar free,Orodispersible film,Y
0406000S0AAALAL,Ondansetron 8mg orodispersible tablets,0406000S0AAAJAJ,Orodispersible tablet,Ondansetron 8mg oral lyophilisates sugar free,Oral lyophilisate,Y
0406000S0AAALAL,Ondansetron 8mg orodispersible tablets,0406000S0AAANAN,Orodispersible tablet,Ondansetron 8mg orodispersible films sugar free,Orodispersible film,Y
0406000S0AAAMAM,Ondansetron 4mg orodispersible films sugar free,0406000S0AAAIAI,Orodispersible film,Ondansetron 4mg oral lyophilisates sugar free,Oral lyophilisate,Y
0406000S0AAAMAM,Ondansetron 4mg orodispersible films sugar free,0406000S0AAAKAK,Orodispersible film,Ondansetron 4mg orodispersible tablets,Orodispersible tablet,Y
0406000S0AAANAN,Ondansetron 8mg orodispersible films sugar free,0406000S0AAAJAJ,Orodispersible film,Ondansetron 8mg oral lyophilisates sugar free,Oral lyophilisate,Y
0406000S0AAANAN,Ondansetron 8mg orodispersible films sugar free,0406000S0AAALAL,Orodispersible film,Ondansetron 8mg orodispersible tablets,Orodispersible tablet,Y
0406000S0AAAQAQ,Ondansetron 4mg/2ml solution for injection pre-filled syringes,0406000S0AAAAAA,Solution for injection,Ondansetron 4mg/2ml solution for injection ampoules,Solution for injection,Y
0406000S0AAARAR,Ondansetron 8mg/4ml solution for injection pre-filled syringes,0406000S0AAADAD,Solution for injection,Ondansetron 8mg/4ml solution for injection ampoules,Solution for injection,Y
0406000W0AAANAN,Ketamine 50mg/5ml oral solution,0406000W0AAAPAP,Oral solution,Ketamine 50mg/5ml oral suspension,Oral suspension,Y
0406000W0AAAPAP,Ketamine 50mg/5ml oral suspension,0406000W0AAANAN,Oral suspension,Ketamine 50mg/5ml oral solution,Oral solution,Y
0407010B0AAA3A3,Aspirin 300mg gastro-resistant tablets,0407010B0AAAFAF,Gastro-resistant tablet,Aspirin 300mg tablets,Oral tablet,Y
0407010B0AAA3A3,Aspirin 300mg gastro-resistant tablets,0407010B0AAAEAE,Gastro-resistant tablet,Aspirin 300mg dispersible tablets,Dispersible tablet,Y
0407010B0AAAEAE,Aspirin 300mg dispersible tablets,0407010B0AAA3A3,Dispersible tablet,Aspirin 300mg gastro-resistant tablets,Gastro-resistant tablet,Y
0407010B0AAAEAE,Aspirin 300mg dispersible tablets,0407010B0AAAFAF,Dispersible tablet,Aspirin 300mg tablets,Oral tablet,Y
0407010B0AAAFAF,Aspirin 300mg tablets,0407010B0AAA3A3,Oral tablet,Aspirin 300mg gastro-resistant tablets,Gastro-resistant tablet,Y
0407010B0AAAFAF,Aspirin 300mg tablets,0407010B0AAAEAE,Oral tablet,Aspirin 300mg dispersible tablets,Dispersible tablet,Y
0407010F0AAAAAA,Co-codamol 8mg/500mg tablets,0407010F0AAABAB,Oral tablet,Co-codamol 8mg/500mg capsules,Oral capsule,Y
0407010F0AAAAAA,Co-codamol 8mg/500mg tablets,0407010F0AAACAC,Oral tablet,Co-codamol 8mg/500mg effervescent tablets,Effervescent tablet,Y
0407010F0AAAAAA,Co-codamol 8mg/500mg tablets,0407010F0AABABA,Oral tablet,Co-codamol 8mg/500mg effervescent tablets sugar free,Effervescent tablet,Y
0407010F0AAABAB,Co-codamol 8mg/500mg capsules,0407010F0AAAAAA,Oral capsule,Co-codamol 8mg/500mg tablets,Oral tablet,Y
0407010F0AAABAB,Co-codamol 8mg/500mg capsules,0407010F0AAACAC,Oral capsule,Co-codamol 8mg/500mg effervescent tablets,Effervescent tablet,Y
0407010F0AAABAB,Co-codamol 8mg/500mg capsules,0407010F0AABABA,Oral capsule,Co-codamol 8mg/500mg effervescent tablets sugar free,Effervescent tablet,Y
0407010F0AAACAC,Co-codamol 8mg/500mg effervescent tablets,0407010F0AAAAAA,Effervescent tablet,Co-codamol 8mg/500mg tablets,Oral tablet,Y
0407010F0AAACAC,Co-codamol 8mg/500mg effervescent tablets,0407010F0AAABAB,Effervescent tablet,Co-codamol 8mg/500mg capsules,Oral capsule,Y
0407010F0AAACAC,Co-codamol 8mg/500mg effervescent tablets,0407010F0AABABA,Effervescent tablet,Co-codamol 8mg/500mg effervescent tablets sugar free,Effervescent tablet,Y
0407010F0AAADAD,Co-codamol 30mg/500mg capsules,0407010F0AAAHAH,Oral capsule,Co-codamol 30mg/500mg tablets,Oral tablet,Y
0407010F0AAADAD,Co-codamol 30mg/500mg capsules,0407010F0AAAFAF,Oral capsule,Co-codamol 30mg/500mg effervescent tablets,Effervescent tablet,Y
0407010F0AAAFAF,Co-codamol 30mg/500mg effervescent tablets,0407010F0AAAHAH,Effervescent tablet,Co-codamol 30mg/500mg tablets,Oral tablet,Y
0407010F0AAAFAF,Co-codamol 30mg/500mg effervescent tablets,0407010F0AAADAD,Effervescent tablet,Co-codamol 30mg/500mg capsules,Oral capsule,Y
0407010F0AAAHAH,Co-codamol 30mg/500mg tablets,0407010F0AAADAD,Oral tablet,Co-codamol 30mg/500mg capsules,Oral capsule,Y
0407010F0AAAHAH,Co-codamol 30mg/500mg tablets,0407010F0AAAFAF,Oral tablet,Co-codamol 30mg/500mg effervescent tablets,Effervescent tablet,Y
